lat,lon,q,dist_min_km,dist_gem_km,dist_pb_km
-74.986,-101.869,48.5,5780.125496251161,5790.6573473866065,5780.125496251161
-74.942,-102.295,60.9,5770.593653145733,5812.460335091336,5770.593653145733
-74.868,-100.711,35.4,5650.752303874437,5662.371929099732,5650.752303874437
-74.838,-101.044,41.7,5669.546920456316,5680.416703164721,5669.546920456316
-74.803,-102.344,64.5,5713.654414010834,5776.389449369573,5713.654414010834
-74.684,-101.622,111.4,5674.200990610727,5683.089633360181,5674.200990610727
-74.549,-102.586,29.5,5604.477207141411,5725.120369530384,5604.477207141411
-74.54,168.0,143.0,3218.802463250342,3218.802463250342,3218.9700979095737
-74.49896907,168.1053321,73.3,3198.368882550593,3198.368882550593,3198.5366022292046
-74.49547246,168.1956611,73.3,3192.891838632817,3192.891838632817,3193.0597616411337
-74.48614818,168.1787608,73.3,3190.129990474977,3190.129990474977,3190.2978347938433
-74.417,-103.005,114.6,5535.921438931084,5724.320171496177,5535.921438931084
-74.416,-103.001,63.3,5535.706879859565,5723.712412695176,5535.706879859565
-74.416,-102.987,76.7,5536.298169194776,5722.529424399601,5536.298169194776
-74.415,-102.998,67.5,5535.450172130868,5723.18917723826,5535.450172130868
-74.414,-102.995,67.4,5535.193527651049,5722.665960307212,5535.193527651049
-74.413,-102.992,69.7,5534.936946419964,5722.142761899293,5534.936946419964
-74.412,-102.988,67.7,5534.72268563193,5721.535071963379,5534.72268563193
-74.359,-104.747,65.4,5442.856595128554,5857.692556443777,5442.856595128554
-74.355,-104.76,63.5,5440.80319704664,5857.770720571527,5440.80319704664
-74.355,-104.757,59.8,5440.920061111363,5857.511846063672,5440.920061111363
-74.349,-104.737,60.1,5439.38033293837,5854.221635894474,5439.38033293837
-74.349,-104.721,60.3,5440.004817150887,5852.841001673457,5440.004817150887
-74.34,-104.799,58.0,5433.4867068904205,5857.231191028985,5433.4867068904205
-74.331,-104.82,67.5,5429.1930813064355,5856.706433698372,5429.1930813064355
-74.33,-104.822,72.9,5428.729106549546,5856.619594283808,5428.729106549546
-73.297,-112.33,10.1,4792.831890473587,4792.870743065863,4792.831890473587
-72.891,-104.099,108.1,4932.1976832728205,4932.234182564034,4932.1976832728205
-70.65,-21.5833,59.9,2709.2974866402296,2709.2974866402296,2709.3563877461647
-69.9833,-26.05,83.7,2517.1502346029683,2517.1502346029683,2517.219162321769
-69.9,-34.21,85.0,2332.8375950003874,2332.8375950003874,2332.8387679158486
-69.89,-34.24,91.0,2329.267195915088,2329.267195915088,2329.2683546680287
-69.56,-5.34,13.0,2830.119750943557,2830.119750943557,2830.1700392702955
-69.41,-5.28,17.0,2794.5766779224505,2794.5766779224505,2794.6268807121164
-69.375,39.6817,190.0,4072.9559828651936,4072.9559828651936,4072.9949254185217
-69.3433,39.6067,184.0,4060.550040573011,4060.550040573011,4060.588986761671
-69.2233,38.82,9.0,3993.3841439670314,3993.3841439670314,3993.42314645049
-69.03333,-172.96667,47.0,943.2007291008193,943.2543118766424,943.2007291008193
-69.0067,39.6633,50.0,3965.3838468762933,3965.3838468762933,3965.4227486379805
-68.86,74.99,111.0,5355.469424328812,5355.469424328812,5355.476628278604
-68.24,72.5,82.0,5329.078709273854,5329.078709273854,5329.093795578558
-67.78,-80.97,79.0,2367.164626428035,2367.2491020211996,2367.164626428035
-67.73333,-174.0,69.0,538.3332275187829,686.1107286041502,538.3332275187829
-67.71,-81.55,82.0,2407.05813119691,2407.1412804177894,2407.05813119691
-67.5667,-76.9617,83.0,1976.9770214049197,1984.9919780774096,1976.9770214049197
-67.5,73.0,94.0,5112.297983056449,5112.297983056449,5112.325929079241
-67.41,24.04,68.0,3189.850364817637,3189.850364817637,3189.887023749173
-66.325,139.5116667,68.22,1972.8417949518928,1972.8417949518928,1972.9091804742006
-66.25,-33.0667,63.6,1284.5784818778461,1284.5784818778461,1284.5817148429642
-66.09,27.55,43.0,2815.5165849638765,2815.5165849638765,2815.554703175602
-66.0,43.13,46.0,3357.4701179385024,3357.4701179385024,3357.5292201152806
-66.0,73.12,66.0,4723.410197455053,4723.410197455053,4723.469148050275
-65.99,-97.97,57.0,3428.2648765266476,3428.2648765266476,3428.336656391925
-65.91,-104.51,60.0,2971.7647025017795,2971.7647025017795,2971.8467980244886
-65.86,69.87,45.0,4787.900288156692,4787.900288156692,4787.95795969786
-65.83,78.99,56.0,4372.741001913165,4372.741001913165,4372.75302910181
-65.82,-84.67,56.0,2462.3593117086652,2462.4244616073415,2462.3593117086652
-65.81,-71.87,74.0,1225.2308968504071,1233.7074815843935,1225.2308968504071
-65.73,40.02,48.0,3129.6937440176566,3129.6937440176566,3129.7317966997234
-65.37,173.8633333,8.45,168.8104354595756,168.8104354595756,168.83621240912748
-65.37,173.8733333,16.6,168.9845671738148,168.9845671738148,169.0103175653191
-65.2,1.205,19.0,1949.1095712914137,1949.182464599832,1949.1095712914137
-65.14,75.12,67.0,4429.310487705275,4429.351919910609,4429.310487705275
-65.05,133.28,88.0,2280.5413133075754,2280.592079428455,2280.5413133075754
-64.9667,-7.4667,41.0,1635.1791676234611,1635.2540881082393,1635.1791676234611
-64.9433,-64.3133,49.0,508.6188206909615,634.7041533656135,508.6188206909615
-64.82,127.76,16.0,2776.903113440797,2776.942892076462,2776.903113440797
-64.82,145.01,56.0,1277.1697674437862,1277.1697674437862,1277.2452418862486
-64.63333,170.0,113.0,274.43934170810604,274.48849828191055,274.43934170810604
